pl_masse,pl_masseerr1,pl_rade,pl_radeerr1
3.40E+02,4.32E+01,1.55E+01,3.92E-01
4.20E+02,8.90E+00,1.14E+01,4.15E-01
7.53E+01,3.81E+00,1.02E+01,2.80E-01
6.26E+01,4.13E+00,1.12E+01,5.83E-01
1.10E+03,6.99E+01,1.64E+01,4.71E-01
2.29E+02,2.54E+01,1.33E+01,6.70E-01
1.48E+02,1.49E+01,1.56E+01,5.16E-01
9.41E+02,1.08E+02,1.31E+01,3.92E-01
6.99E+01,9.53E+00,6.39E+00,2.20E-01
2.67E+02,1.59E+01,1.19E+01,8.41E-01
8.74E+02,5.09E+01,1.09E+01,7.80E-01
7.41E+02,1.08E+02,1.60E+01,3.40E-01
2.91E+02,2.22E+01,1.61E+01,1.46E+00
4.16E+02,2.10E+01,9.92E+00,1.57E-01
2.42E+03,1.91E+02,1.22E+01,7.80E-01
1.70E+02,2.70E+01,1.31E+01,1.79E+00
7.72E+02,9.53E+01,1.14E+01,7.80E-01
1.10E+03,1.21E+02,1.47E+01,2.02E+00
3.53E+02,1.91E+01,1.45E+01,3.40E-01
1.22E+01,1.40E+01,4.88E+00,1.70E-01
8.90E+02,9.53E+01,1.18E+01,1.46E+00
2.80E+01,1.10E+01,5.00E+00,5.00E-01
8.58E+01,1.27E+01,1.21E+01,3.40E+00
1.65E+02,1.59E+01,1.41E+01,1.46E+00
1.54E+02,2.77E+01,1.07E+01,7.40E-01
2.70E+02,6.36E+01,1.01E+01,1.79E+00
9.28E+01,5.72E+00,1.27E+01,8.07E-01
2.30E+03,5.94E+01,9.72E+00,3.70E-01
1.81E+02,7.31E+00,1.27E+01,5.38E-01
1.97E+02,9.53E+00,1.14E+01,7.80E-01
1.99E+02,1.18E+01,1.36E+01,1.27E+00
2.99E+01,1.05E+01,8.06E+00,2.69E-01
5.85E+02,5.72E+01,1.23E+01,3.92E-01
2.32E+02,1.27E+01,1.33E+01,2.24E-01
2.16E+02,1.24E+01,1.57E+01,7.73E-01
4.08E+02,1.02E+01,1.95E+01,5.27E-01
6.04E+02,2.54E+01,1.46E+01,1.01E+00
4.25E+02,2.07E+01,8.71E+00,6.28E-01
2.87E+02,1.91E+01,1.90E+01,5.16E-01
5.64E+02,2.51E+01,1.19E+01,3.92E+00
1.65E+01,2.70E+00,5.13E+00,2.80E-01
1.03E+01,4.70E+00,3.43E+00,3.50E-01
3.91E+02,2.54E+01,1.57E+01,2.24E+00
1.91E+02,2.22E+01,1.39E+01,3.36E-01
8.90E+01,1.27E+01,1.08E+01,1.12E+00
3.18E+02,3.18E+01,1.04E+01,3.36E-01
3.08E+02,9.22E+01,8.37E+00,1.91E-01
3.69E+02,2.86E+01,1.36E+01,5.60E-01
4.74E+00,1.90E-01,1.60E+00,5.50E-02
4.36E+00,2.20E-01,1.51E+00,4.70E-02
1.62E+01,6.40E-01,1.61E+00,2.00E-02
3.09E+01,4.60E+00,4.48E+00,2.30E-01
7.30E+00,4.00E-01,1.31E+00,2.00E-02
4.29E+02,2.32E+01,1.44E+01,7.17E-01
9.82E+01,5.72E+00,1.45E+01,6.05E-01
2.60E+02,9.22E+00,1.13E+01,8.07E-01
4.72E+02,1.78E+01,1.48E+01,1.02E+00
2.92E+02,9.53E+00,2.05E+01,6.73E-01
2.00E+02,2.22E+01,1.83E+01,1.01E+00
1.73E+02,2.29E+01,1.36E+01,3.92E-01
3.40E+02,2.22E+01,1.16E+01,3.59E-01
8.96E+02,1.65E+02,1.63E+01,1.79E+00
9.09E+02,1.11E+02,1.27E+01,2.91E+00
2.67E+02,4.77E+01,2.23E+01,2.02E+00
4.35E+02,1.53E+02,1.85E+01,6.61E+00
3.75E+02,4.45E+01,1.34E+01,1.68E+00
7.34E+02,2.45E+02,1.05E+01,4.04E-01
4.11E+02,1.65E+01,1.28E+01,2.91E-01
7.93E+02,1.72E+01,1.41E+01,1.46E-01
5.69E+02,2.16E+01,1.34E+01,1.68E-01
2.91E+02,2.86E+01,1.20E+01,8.97E-01
5.02E+02,4.13E+01,1.22E+01,7.62E-01
3.05E+02,4.13E+01,1.49E+01,1.04E+00
3.40E+02,1.21E+01,1.56E+01,4.48E-01
9.88E+01,5.40E+00,1.64E+01,6.61E-01
9.53E+01,3.50E+00,1.20E+01,5.60E-01
2.88E+02,1.37E+01,1.36E+01,4.71E-01
7.50E+02,2.22E+01,1.49E+01,2.35E-01
1.67E+02,8.90E+00,1.26E+01,4.37E-01
1.46E+02,6.36E+00,1.42E+01,3.40E-01
2.05E+02,1.97E+01,1.18E+01,5.94E-01
2.74E+02,1.43E+01,8.69E+00,7.62E-01
4.04E+02,2.16E+01,1.42E+01,4.37E-01
4.93E+02,5.09E+01,1.25E+01,6.61E-01
1.88E+02,6.99E+00,1.30E+01,8.18E-01
3.40E+02,1.59E+01,1.42E+01,5.38E-01
1.71E+02,1.11E+01,1.12E+01,3.36E-01
2.21E+02,8.90E+00,1.06E+01,2.47E-01
1.53E+02,9.53E+00,1.34E+01,6.70E-01
2.93E+02,2.54E+01,1.28E+01,3.81E-01
4.74E+02,2.80E+01,1.71E+01,8.18E-01
4.04E+02,1.49E+01,1.27E+01,4.15E-01
1.27E+03,1.11E+02,1.67E+01,1.79E+00
3.56E+02,5.09E+01,1.53E+01,6.84E-01
3.78E+02,9.53E+00,1.28E+01,3.40E-01
1.67E+02,2.57E+01,1.09E+01,6.84E-01
1.85E+02,1.78E+01,1.32E+01,6.16E-01
4.83E+02,2.06E+02,1.19E+01,1.38E-01
1.54E+03,6.67E+01,1.65E+01,1.08E+00
2.86E+02,1.14E+01,1.48E+01,7.29E-01
1.95E+02,1.33E+01,1.41E+01,1.12E+00
2.07E+02,2.42E+01,1.96E+01,2.35E+00
1.68E+02,4.13E+01,1.68E+01,2.24E+00
2.14E+02,2.77E+01,1.34E+01,7.85E-01
2.08E+02,2.00E+01,1.40E+01,6.84E-01
2.24E+02,1.24E+01,1.32E+01,5.83E-01
3.76E+02,2.03E+01,2.09E+01,4.93E-01
6.90E+02,4.77E+01,1.24E+01,4.48E-01
1.04E+03,6.04E+01,1.46E+01,1.68E+00
9.90E+00,4.60E+00,2.42E+00,2.90E-01
9.53E+01,9.53E+00,1.17E+01,8.97E-01
1.88E+03,1.27E+02,1.17E+01,4.48E-01
4.39E+01,6.04E+00,9.79E+00,1.38E+00
1.84E+02,8.90E+00,1.16E+01,5.60E-01
2.99E+02,3.97E+01,1.50E+01,4.93E-01
7.95E+02,9.53E+01,1.08E+01,1.40E+00
4.61E+02,1.11E+02,1.05E+01,1.35E+00
1.37E+02,4.13E+01,1.29E+01,1.23E+00
7.30E+00,6.80E+00,2.15E+00,1.00E-01
1.32E+02,1.70E+01,1.16E+01,1.90E-01
4.00E+00,9.00E-01,2.68E+00,1.70E-01
1.89E+02,2.57E+01,1.34E+01,5.83E-01
3.27E+02,4.13E+01,9.98E+00,9.00E-01
7.95E+01,2.54E+01,1.10E+01,2.47E-01
1.08E+02,2.54E+01,1.22E+01,3.40E-01
9.22E+01,2.86E+01,1.38E+01,2.35E+00
4.04E+02,6.04E+01,1.21E+01,3.40E-01
1.72E+03,1.02E+02,1.28E+01,4.04E-01
4.86E+01,4.20E+00,5.02E+00,5.30E-01
1.40E+02,1.91E+01,9.53E+00,5.60E-01
2.83E+02,1.27E+01,1.01E+01,4.48E+00
8.87E+02,7.31E+01,1.20E+01,1.68E+00
1.75E+02,2.54E+01,1.55E+01,1.01E+00
1.65E+03,6.36E+01,1.12E+01,5.60E-01
1.33E+02,1.27E+01,1.68E+01,5.60E+00
1.49E+02,3.18E+01,1.76E+01,1.12E+00
1.17E+03,5.72E+01,1.35E+01,6.73E-01
7.91E+02,6.67E+01,1.28E+01,7.29E-01
5.94E+02,6.67E+01,1.35E+01,1.09E+00
1.35E+02,1.18E+01,7.66E+00,4.15E-01
2.13E+01,3.60E+00,2.49E+00,3.40E-01
4.26E+02,2.54E+01,1.15E+01,4.48E-01
5.72E+02,3.18E+01,1.08E+01,3.36E-01
3.81E+01,3.18E+00,1.05E+01,2.24E-01
1.08E+02,7.95E+01,2.34E+01,1.08E+00
8.60E+00,3.90E+00,1.90E+00,2.00E-01
4.77E+01,3.18E+01,6.39E+00,6.73E-01
5.09E+02,3.50E+01,1.85E+01,7.85E-01
2.73E+02,4.13E+01,1.46E+01,1.68E+00
4.51E+02,9.85E+01,1.74E+01,5.38E-01
7.09E+01,9.85E+00,9.53E+00,2.91E-01
5.09E+02,6.36E+01,1.23E+01,9.53E-01
9.68E+00,1.21E+00,2.59E+00,6.00E-02
1.57E+01,2.28E+00,3.53E+00,8.00E-02
1.66E+01,1.30E+00,4.71E+00,1.70E-01
1.32E+02,6.36E+00,1.15E+01,2.80E-01
5.98E+02,7.95E+01,1.91E+01,3.36E-01
3.23E+02,2.22E+01,1.73E+01,5.83E-01
9.85E+01,1.27E+01,1.27E+01,3.36E-01
1.24E+02,6.36E+00,1.74E+01,1.12E+00
6.54E+00,8.40E-01,1.71E+00,1.10E-01
1.72E+03,6.99E+01,1.08E+01,3.59E-01
2.10E+02,1.75E+01,1.29E+01,5.94E-01
1.08E+03,4.45E+01,1.34E+01,7.51E-01
3.05E+02,3.81E+01,1.35E+01,4.37E-01
3.05E+02,6.36E+01,1.88E+01,9.08E-01
2.61E+02,2.64E+01,1.68E+01,5.60E-01
4.16E+02,8.90E+01,1.71E+01,7.29E-01
2.56E+02,2.16E+01,1.64E+01,8.63E-01
4.67E+02,9.22E+01,1.79E+01,8.63E-01
1.63E+02,6.36E+00,1.61E+01,4.04E-01
4.07E+01,3.18E+00,5.72E+00,2.24E-01
1.26E+02,1.18E+01,1.12E+01,2.47E-01
5.00E+00,3.10E+00,2.21E+00,8.20E-02
2.00E+02,4.13E+01,1.76E+01,1.34E+00
5.05E+02,7.63E+01,1.77E+01,1.79E+00
3.08E+03,5.09E+02,1.49E+01,3.25E+00
5.98E+02,4.77E+01,1.57E+01,2.80E+00
2.35E+02,4.13E+01,1.79E+01,5.27E-01
9.53E+02,3.50E+02,1.18E+01,4.93E-01
1.69E+03,2.16E+02,1.58E+01,9.42E-01
4.61E+02,3.81E+01,1.89E+01,5.27E-01
4.10E+02,1.88E+01,1.38E+01,4.37E-01
2.46E+02,1.49E+01,1.13E+01,5.60E-01
6.49E+00,1.16E+00,1.59E+00,9.50E-02
2.45E+01,4.40E+00,2.63E+00,1.10E-01
4.02E+02,2.07E+01,1.39E+01,3.36E-01
1.51E+02,1.72E+01,1.58E+01,1.08E+00
5.62E+02,2.03E+01,1.50E+01,7.17E-01
1.67E+02,2.64E+01,2.12E+01,1.46E+00
1.13E+01,1.10E+01,3.30E+00,1.80E+00
2.90E-01,1.70E-01,7.05E-01,9.60E-02
9.40E+00,2.90E+00,2.93E+00,1.40E-01
8.30E+00,2.70E+00,2.73E+00,1.40E-01
8.74E+01,8.90E+00,1.25E+01,1.57E+00
8.84E+01,1.40E+01,1.22E+01,5.27E-01
6.77E+02,3.81E+01,1.26E+01,4.60E-01
2.09E+02,3.08E+01,1.41E+01,2.13E+00
1.87E+03,1.49E+02,1.20E+01,5.60E-01
3.18E+02,3.18E+01,1.29E+01,1.01E+00
2.49E+02,1.81E+01,1.78E+01,1.79E+00
6.29E+02,2.45E+01,1.50E+01,1.14E+00
3.91E+02,1.27E+01,9.98E+00,3.36E-01
8.58E+01,6.36E+00,1.37E+01,5.60E-01
1.30E+02,9.53E+00,9.75E+00,3.36E-01
3.72E+01,5.40E+00,8.97E+00,5.60E-01
7.76E+02,2.22E+01,1.61E+01,4.71E+00
8.55E+02,4.77E+01,1.36E+01,8.97E-01
2.67E+02,2.86E+01,1.71E+01,8.97E-01
2.80E+02,3.81E+01,1.84E+01,2.47E+00
2.92E+02,3.18E+01,1.40E+01,1.61E+00
3.79E+02,1.68E+01,1.38E+01,1.25E+00
8.00E+00,1.60E+00,1.75E+00,1.70E-01
6.78E+02,2.92E+01,1.20E+01,4.15E-01
1.48E+01,3.10E+00,2.41E+00,1.20E-01
1.00E+02,8.58E+00,9.49E+00,1.46E-01
2.56E+02,2.19E+01,1.26E+01,8.63E-01
7.18E+02,9.85E+01,1.46E+01,1.57E+00
2.99E+02,2.29E+01,1.60E+01,2.13E+00
3.88E+02,2.48E+01,1.64E+01,7.73E-01
5.72E+01,6.36E+00,1.54E+01,4.48E-01
4.80E+02,2.54E+01,1.55E+01,1.79E+00
3.88E+02,2.54E+01,1.22E+01,5.60E-01
1.37E+03,1.49E+02,1.23E+01,1.57E+00
1.94E+03,1.72E+02,1.27E+01,1.23E+00
1.37E+03,5.72E+01,1.24E+01,7.17E-01
3.75E+02,3.50E+01,1.76E+01,4.71E-01
2.32E+02,1.14E+01,1.60E+01,5.72E-01
8.74E+02,5.09E+01,1.59E+01,9.42E-01
8.71E+02,3.50E+01,1.07E+01,5.38E-01
4.67E+02,2.29E+01,2.08E+01,3.36E+00
7.76E+02,5.72E+01,1.67E+01,8.74E-01
4.82E+00,8.40E-01,2.04E+00,5.00E-02
3.46E+02,2.73E+01,1.15E+01,1.46E+00
6.13E+02,6.04E+01,1.11E+01,6.73E-01
1.18E+03,2.86E+02,1.68E+01,3.36E+00
3.42E+00,1.20E+00,1.62E+00,1.10E-01
2.42E+00,7.50E-01,1.27E+00,8.70E-02
3.02E+02,4.45E+01,2.00E+01,1.91E+00
8.30E+01,1.72E+01,1.32E+01,5.60E-01
1.78E+02,3.50E+01,1.20E+01,1.40E+00
2.22E+02,4.77E+01,1.44E+01,1.04E+00
5.50E+01,1.97E+01,1.01E+01,6.50E-01
3.81E+01,3.81E+00,6.31E+00,5.16E-01
7.56E+02,8.26E+01,1.66E+01,4.15E+00
3.50E+01,5.40E+00,7.40E+00,3.14E-01
5.20E+00,1.80E+00,2.07E+00,1.40E-01
1.24E+02,3.18E+01,1.27E+01,8.41E-01
2.44E+02,1.43E+01,1.58E+01,2.13E+00
7.12E+02,4.77E+01,1.55E+01,9.64E-01
1.89E+02,2.83E+01,1.50E+01,6.28E-01
