# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Jun  5 15:30:26 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_hostname like '%Kepler%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_masse > 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_rade > 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_kepflag:     Kepler Field Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_k2flag:      K2 Mission Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_def_reflink: Default Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_def_reflink
2703,Kepler-60,b,Transit,3,7.1334,0.0001,-0.0001,0,4.62,1.4,-1.1,0,1,1,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,4/7/16,4.19,0.56,-0.52,0,1.71,0.13,-0.13,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
1044,Kepler-11,b,Transit,6,10.3039,0.0006,-0.001,0,1.72,1.25,-0.91,0,1,1,0,5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,5/14/14,1.9,1.4,-1,0,1.8,0.03,-0.05,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770..131L target=ref> Lissauer et al. 2013 </a>
1087,Kepler-113,b,Transit,2,4.754,,,0,10.73,3.9,-3.9,0,0,1,0,4725,74,-74,0,0,0.75,0.06,-0.06,0,0,0.69,0.02,-0.02,0,0,5/14/14,11.7,4.2,-4.2,0,1.82,0.05,-0.05,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
1862,Kepler-20,b,Transit,6,3.69611525,0.00000115,-0.00000087,0,8.2,1.5,-1.3,0,0,1,0,5495,50,-50,0,0,0.95,0.05,-0.05,0,0,0.96,0.02,-0.02,0,0,3/30/17,9.7,1.41,-1.44,0,1.868,0.066,-0.034,0,<a href=http://adsabs.harvard.edu/abs/2016AJ....152..160B target=ref>Buchhave et al. 2017</a>
2536,Kepler-48,b,Transit,4,4.778,,,0,3.23,1.84,-1.84,0,1,1,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,10/27/16,3.94,2.1,-2.1,0,1.88,0.1,-0.1,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2704,Kepler-60,c,Transit,3,8.9187,0.0002,-0.0002,0,3.06,1.14,-0.86,0,1,1,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,4/7/16,3.85,0.81,-0.81,0,1.9,0.15,-0.15,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
2705,Kepler-60,d,Transit,3,11.8981,0.0002,-0.0002,0,2.91,1.03,-0.78,0,1,1,0,5905,144,-144,0,0,1.04,0.08,-0.08,0,0,1.26,0.09,-0.09,0,0,4/7/16,4.16,0.84,-0.75,0,1.99,0.16,-0.16,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
3185,Kepler-98,b,Transit,1,1.54168,,,0,2.18,1.21,-1.21,0,0,1,0,5539,73,-73,0,0,0.99,0.06,-0.06,0,0,1.11,0.12,-0.12,0,0,5/14/14,3.55,1.6,-1.6,0,1.99,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
1806,Kepler-18,b,Transit,3,3.504725,0.000028,-0.000028,0,4.9,2.4,-2.4,0,1,1,0,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0,5/14/14,6.9,3.4,-3.4,0,2,0.1,-0.1,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197....7C target=ref> Cochran et al. 2011 </a>
2538,Kepler-48,d,Transit,4,42.8961,,,0,5.08,3.12,-3.12,0,0,1,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,5/14/14,7.93,4.6,-4.6,0,2.04,0.11,-0.11,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2120,Kepler-289,b,Transit,3,34.545,0.0005,-0.0005,0,4.1,3.9,-3.9,0,1,1,0,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,1,0.02,-0.02,0,0,11/19/14,7.3,6.8,-6.8,0,2.15,0.1,-0.1,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795..167S target=ref>Schmitt et al. 2014</a>
2179,Kepler-307,c,Transit,2,13.0729,0.0012,-0.0012,0,1.74,0.3,-0.3,0,1,1,0,5367,94,-94,0,0,0.91,0.03,-0.03,0,0,0.81,0.02,-0.02,0,0,4/7/16,3.64,0.65,-0.58,0,2.2,0.07,-0.07,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
937,Kepler-102,e,Transit,5,16.1457,,,0,4.68,1.12,-1.12,0,0,1,0,4909,41,-41,0,0,0.81,0.04,-0.09,0,0,0.76,0.07,-0.07,0,0,5/14/14,8.93,2,-2,0,2.22,0.07,-0.07,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2806,Kepler-68,b,Transit,3,5.39875,,,0,2.6,0.74,-0.74,0,0,1,0,5793,74,-74,0,0,1.08,0.05,-0.05,0,0,1.24,0.02,-0.02,0,0,10/27/16,5.97,1.7,-1.7,0,2.33,0.02,-0.02,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
907,Kepler-10,c,Transit,2,45.294301,0.000048,-0.000048,0,7.1,1,-1,0,1,1,0,5627,44,-44,0,0,0.91,0.02,-0.02,0,0,1.06,0.01,-0.01,0,0,6/2/14,17.2,1.9,-1.9,0,2.35,0.09,-0.04,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...789..154D target=ref> Dumusque et al. 2014</a>
2508,Kepler-454,b,Transit,2,10.57375339,0.00000777,-0.00000777,0,2.76,0.73,-0.73,0,0,1,0,5701,34,-34,0,0,1.03,0.04,-0.03,0,0,1.07,0.01,-0.01,0,0,12/3/15,6.84,1.4,-1.4,0,2.37,0.13,-0.13,0,<a href=http://adsabs.harvard.edu/abs/2015arXiv151109097G target=ref>Gettel et al. 2015</a>
1317,Kepler-131,b,Transit,2,16.092,,,0,6,1.98,-1.98,0,0,1,0,5685,74,-74,0,0,1.02,0.06,-0.06,0,0,1.03,0.1,-0.1,0,0,5/14/14,16.13,3.5,-3.5,0,2.41,0.2,-0.2,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2178,Kepler-307,b,Transit,2,10.4208,0.0009,-0.0008,0,2.62,0.38,-0.34,0,1,1,0,5367,94,-94,0,0,0.91,0.03,-0.03,0,0,0.81,0.02,-0.02,0,0,4/7/16,7.44,0.91,-0.87,0,2.43,0.09,-0.09,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
1048,Kepler-11,f,Transit,6,46.6888,0.0027,-0.0032,0,0.69,0.29,-0.32,0,1,1,0,5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,5/14/14,2,0.8,-0.9,0,2.49,0.04,-0.07,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770..131L target=ref> Lissauer et al. 2013 </a>
989,Kepler-106,c,Transit,4,13.5708,,,0,3.28,1.56,-1.56,0,0,1,0,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,5/14/14,10.44,3.2,-3.2,0,2.5,0.32,-0.32,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
991,Kepler-106,e,Transit,4,43.8445,,,0,3.1,2.07,-2.07,0,0,1,0,5858,114,-114,0,0,1,0.06,-0.06,0,0,1.04,0.17,-0.17,0,0,5/14/14,11.17,5.8,-5.8,0,2.56,0.33,-0.33,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2954,Kepler-80,b,Transit,5,7.05246,0.0002,-0.00022,0,1.38,0.24,-0.17,0,1,1,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,8/4/16,6.93,1.05,-0.7,0,2.67,0.1,-0.1,0,<a href=http://adsabs.harvard.edu/abs/2016arXiv160707540M target=ref>MacDonald et al. 2016</a>
3159,Kepler-96,b,Transit,1,16.2385,,,0,2.26,1.11,-1.11,0,0,1,0,5690,73,-73,0,0,1,0.06,-0.06,0,0,1.02,0.09,-0.09,0,0,5/14/14,8.46,3.4,-3.4,0,2.67,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2122,Kepler-289,d,Transit,3,66.0634,0.0114,-0.0114,0,1.2,0.3,-0.3,0,1,1,0,5990,38,-38,0,0,1.08,0.02,-0.02,0,0,1,0.02,-0.02,0,0,11/19/14,4,0.9,-0.9,0,2.68,0.17,-0.17,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795..167S target=ref>Schmitt et al. 2014</a>
2009,Kepler-25,b,Transit,3,6.2385,,,0,2.5,1.1,-1.1,0,1,1,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,10/27/16,9.6,4.2,-4.2,0,2.71,0.05,-0.05,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2537,Kepler-48,c,Transit,4,9.67395,,,0,4.01,0.91,-0.91,0,1,1,0,5194,73,-73,0,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0,10/27/16,14.61,2.3,-2.3,0,2.71,0.14,-0.14,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2042,Kepler-26,c,Transit,4,17.2559,0.0006,-0.0006,0,1.61,0.27,-0.22,0,1,1,0,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,4/7/16,6.2,0.65,-0.65,0,2.72,0.12,-0.12,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
2955,Kepler-80,c,Transit,5,9.52355,0.00041,-0.00029,0,1.22,0.23,-0.18,0,1,1,0,4540,100,-100,0,0,0.73,0.03,-0.03,0,0,0.68,0.02,-0.02,0,0,8/4/16,6.74,1.23,-0.86,0,2.74,0.12,-0.1,0,<a href=http://adsabs.harvard.edu/abs/2016arXiv160707540M target=ref>MacDonald et al. 2016</a>
1864,Kepler-20,d,Transit,6,77.61130017,0.00012305,-0.00011588,0,2.7,1.1,-1,0,0,1,0,5495,50,-50,0,0,0.95,0.05,-0.05,0,0,0.96,0.02,-0.02,0,0,3/30/17,10.07,3.97,-3.7,0,2.744,0.073,-0.055,0,<a href=http://adsabs.harvard.edu/abs/2016AJ....152..160B target=ref>Buchhave et al. 2017</a>
2041,Kepler-26,b,Transit,4,12.28,0.0003,-0.0003,0,1.26,0.21,-0.19,0,1,1,0,3914,119,-119,0,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0,4/7/16,5.12,0.65,-0.61,0,2.78,0.11,-0.11,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
1045,Kepler-11,c,Transit,6,13.0241,0.0013,-0.0008,0,0.66,0.66,-0.35,0,1,1,0,5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,5/14/14,2.9,2.9,-1.6,0,2.87,0.05,-0.06,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770..131L target=ref> Lissauer et al. 2013 </a>
1931,Kepler-223,b,Transit,4,7.38449,0.00022,-0.00022,0,1.54,0.63,-0.35,0,1,1,0,,,,,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,8/4/16,7.4,1.3,-1.1,0,2.99,0.18,-0.27,0,<a href=http://adsabs.harvard.edu/abs/2016Natur.533..509M target=ref>Mills et al. 2016</a>
1863,Kepler-20,c,Transit,6,10.85409089,0.00000303,-0.0000026,0,2.5,0.5,-0.5,0,0,1,0,5495,50,-50,0,0,0.95,0.05,-0.05,0,0,0.96,0.02,-0.02,0,0,3/30/17,12.75,2.17,-2.24,0,3.047,0.064,-0.056,0,<a href=http://adsabs.harvard.edu/abs/2016AJ....152..160B target=ref>Buchhave et al. 2017</a>
1046,Kepler-11,d,Transit,6,22.6845,0.0009,-0.0009,0,1.28,0.14,-0.27,0,1,1,0,5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,5/14/14,7.3,0.8,-1.5,0,3.12,0.06,-0.07,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770..131L target=ref> Lissauer et al. 2013 </a>
2124,Kepler-29,c,Transit,2,13.2884,0.0005,-0.0005,0,0.7,0.29,-0.25,0,1,1,0,5701,102,-102,0,0,0.98,0.05,-0.05,0,0,0.93,0.06,-0.06,0,0,4/7/16,4,1.23,-1.29,0,3.14,0.2,-0.2,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
2123,Kepler-29,b,Transit,2,10.3384,0.0003,-0.0003,0,0.65,0.27,-0.23,0,1,1,0,5701,102,-102,0,0,0.98,0.05,-0.05,0,0,0.93,0.06,-0.06,0,0,4/7/16,4.51,1.41,-1.47,0,3.35,0.22,-0.22,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>
949,Kepler-103,b,Transit,2,15.9654,,,0,1.38,1.4,-1.4,0,1,1,0,5845,88,-88,0,0,1.09,0.07,-0.07,0,0,1.44,0.04,-0.04,0,0,5/14/14,9.7,8.6,-8.6,0,3.37,0.09,-0.09,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3147,Kepler-95,b,Transit,1,11.5231,,,0,1.71,0.37,-0.37,0,0,1,0,5699,74,-74,0,0,1.08,0.08,-0.08,0,0,1.41,0.04,-0.04,0,0,5/14/14,13,2.9,-2.9,0,3.42,0.09,-0.09,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
1932,Kepler-223,c,Transit,4,9.84564,0.00052,-0.00051,0,0.71,0.33,-0.2,0,1,1,0,,,,,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,8/4/16,5.1,1.7,-1.1,0,3.44,0.2,-0.3,0,<a href=http://adsabs.harvard.edu/abs/2016Natur.533..509M target=ref>Mills et al. 2016</a>
2939,Kepler-79,b,Transit,4,13.4845,0.0002,-0.0002,0,1.43,0.97,-0.78,0,1,1,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,3/10/16,10.9,7.4,-6,0,3.47,0.07,-0.07,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785...15J target=ref>Jontof-Hutter et al. 2014</a>
2942,Kepler-79,e,Transit,4,81.0659,0.0013,-0.0011,0,0.53,0.15,-0.15,0,1,1,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,3/10/16,4.1,1.2,-1.1,0,3.49,0.14,-0.14,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785...15J target=ref>Jontof-Hutter et al. 2014</a>
3135,Kepler-94,b,Transit,2,2.50806,,,0,1.45,0.26,-0.26,0,0,1,0,4781,98,-98,0,0,0.81,0.06,-0.06,0,0,0.76,0.03,-0.03,0,0,5/14/14,10.84,1.4,-1.4,0,3.51,0.15,-0.15,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2321,Kepler-36,c,Transit,2,16.23855,0.00038,-0.00054,0,0.89,0.07,-0.05,0,1,1,0,5911,66,-66,0,0,1.07,0.04,-0.04,0,0,1.63,0.02,-0.02,0,0,5/14/14,8.08,0.6,-0.46,0,3.679,0.054,-0.054,0,<a href=http://adsabs.harvard.edu/abs/2012Sci...337..556C target=ref> Carter et al. 2012 </a>
2940,Kepler-79,c,Transit,4,27.4029,0.0008,-0.0006,0,0.62,0.2,-0.25,0,1,1,0,6174,83,-117,0,0,1.17,0.04,-0.04,0,0,1.3,0.03,-0.03,0,0,3/10/16,5.9,1.9,-2.3,0,3.72,0.08,-0.08,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785...15J target=ref>Jontof-Hutter et al. 2014</a>
2155,Kepler-30,b,Transit,3,29.33434,0.00815,-0.00815,0,1.02,0.13,-0.13,0,1,1,0,5498,54,-54,0,0,0.99,0.08,-0.08,0,0,0.95,0.12,-0.12,0,0,5/14/14,11.3,1.4,-1.4,0,3.9,0.2,-0.2,0,<a href=http://adsabs.harvard.edu/abs/2012Natur.487..449S target=ref> Sanchis-Ojeda et al. 2012 </a>
2413,Kepler-4,b,Transit,1,3.21346,0.00022,-0.00022,0,1.91,0.36,-0.47,0,0,1,0,5857,120,-120,0,0,1.22,0.05,-0.09,0,0,1.49,0.07,-0.08,0,0,5/14/14,24.472,3.814,-3.814,0,4.002,0.213,-0.213,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...713L.126B target=ref> Borucki et al. 2010 </a>
1047,Kepler-11,e,Transit,6,31.9996,0.0008,-0.0012,0,0.58,0.11,-0.16,0,1,1,0,5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,5/14/14,8,1.5,-2.1,0,4.19,0.07,-0.09,0,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770..131L target=ref> Lissauer et al. 2013 </a>
2442,Kepler-413,b,Transit,1,66.262,0.024,-0.021,0,3.2,1,-1,0,0,1,0,4700,,,0,0,0.82,0.01,-0.01,0,0,0.78,0.01,-0.01,0,0,5/14/14,67,22,-21,0,4.347,0.099,-0.099,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...14K target=ref>Kostov et al. 2014</a>
1934,Kepler-223,e,Transit,4,19.72567,0.00055,-0.00054,0,0.28,0.12,-0.08,0,1,1,0,,,,,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,8/4/16,4.8,1.4,-1.2,0,4.6,0.27,-0.41,0,<a href=http://adsabs.harvard.edu/abs/2016Natur.533..509M target=ref>Mills et al. 2016</a>
950,Kepler-103,c,Transit,2,179.612,,,0,1.47,1.2,-1.2,0,1,1,0,5845,88,-88,0,0,1.09,0.07,-0.07,0,0,1.44,0.04,-0.04,0,0,5/14/14,36.1,25.2,-25.2,0,5.14,0.14,-0.14,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
2010,Kepler-25,c,Transit,3,12.7204,,,0,0.9,0.21,-0.21,0,1,1,0,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,10/27/16,24.6,5.7,-5.7,0,5.2,0.09,-0.09,0,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
1933,Kepler-223,d,Transit,4,14.78869,0.0003,-0.00027,0,0.31,0.12,-0.07,0,1,1,0,,,,,0,1.12,0.09,-0.07,0,0,1.72,0.07,-0.14,0,0,8/4/16,8,1.5,-1.3,0,5.24,0.26,-0.45,0,<a href=http://adsabs.harvard.edu/abs/2016Natur.533..509M target=ref>Mills et al. 2016</a>
1807,Kepler-18,c,Transit,3,7.64159,0.00003,-0.00003,0,0.59,0.07,-0.07,0,1,1,0,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0,5/14/14,17.3,1.9,-1.9,0,5.49,0.26,-0.26,0,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197....7C target=ref> Cochran et al. 2011 </a>
921,Kepler-101,b,Transit,2,3.4876812,0.000007,-0.000007,0,1.45,0.83,-0.48,0,0,1,0,5667,50,-50,0,0,1.17,0.07,-0.05,0,0,1.56,0.2,-0.2,0,0,9/25/14,51.1,5.1,-4.7,0,5.77,0.85,-0.79,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014arXiv1409.4592B target=ref> Bonomo et al. 2014</a>
